mission,object_id,period_days,duration_hours,depth_ppm,label
kepler,9016295,19.974485239,4.23479,40293.0,FALSE POSITIVE
kepler,9077124,3.166353562,3.3129,1473.4,CANDIDATE
kepler,9097120,23.899634407,3.81881,20953.0,FALSE POSITIVE
kepler,9466668,3.388012244,2.6849,280.1,CANDIDATE
kepler,9466668,5.83909761,3.1915,273.6,CANDIDATE
kepler,9466668,1.620467654,2.1888,159.6,CANDIDATE
kepler,9466668,10.6816951,3.605,307.8,CANDIDATE
kepler,9479273,6.104849417,4.6912,2090.3,CANDIDATE
kepler,8359498,3.578780566,2.91089,11382.0,CANDIDATE
kepler,9171801,3.187067566,3.119,1037.4,FALSE POSITIVE
kepler,9334289,5.826657508,2.9183,1539.1,CANDIDATE
kepler,9334289,12.41216347,3.739,611.3,CANDIDATE
kepler,9334289,18.74649011,3.895,796.8,CANDIDATE
kepler,9347899,20.86021229,5.1937,1910.5,CANDIDATE
kepler,9347899,42.63427848,6.1998,1719.3,CANDIDATE
kepler,9347899,87.6476068,8.871,1009.6,CANDIDATE
kepler,9347899,9.61731426,3.8692,234.0,CANDIDATE
kepler,9388479,9.467821474,2.4327,2237.0,CANDIDATE
kepler,9388479,0.893040969,1.0981,741.7,CANDIDATE
kepler,11359879,4.942783419,3.25346,11145.0,CANDIDATE
kepler,9406990,20.83426731,4.0454,988.4,CANDIDATE
kepler,9415172,9.94602357,3.3862,994.5,CANDIDATE
kepler,9415172,1.04562195,1.8955,213.0,CANDIDATE
kepler,9415172,5.71462396,2.336,297.8,CANDIDATE
kepler,9904059,102.9641952,15.735,1896.7,FALSE POSITIVE
kepler,3231341,8.14515981,5.073,446.8,CANDIDATE
kepler,3231341,18.9985279,4.529,430.7,CANDIDATE
kepler,3231341,4.24439049,3.282,174.0,CANDIDATE
kepler,2860866,90.1240507,11.649,3020.3,CANDIDATE
kepler,7626506,28.5742692,4.9427,824.9,CANDIDATE
kepler,10460629,856.672115,23.144,858.1,CANDIDATE
kepler,10319385,0.689210173,1.6169,195.0,CANDIDATE
kepler,10482160,7.34373964,1.1784,574.4,CANDIDATE
kepler,10485069,0.445277068,3.539,186.7,FALSE POSITIVE
kepler,3233043,0.379463865,0.86896,1973.3,FALSE POSITIVE
kepler,6579806,9.88047978,2.78458,18541.0,FALSE POSITIVE
kepler,3560301,4.6484156,38.1939,128.4,FALSE POSITIVE
kepler,4044005,17.512014768,1.8248,4511.7,FALSE POSITIVE
kepler,11502218,3.9886021,1.7376,673.5,CANDIDATE
kepler,11180361,0.533059312,1.8621,1495.8,CANDIDATE
kepler,5802246,0.525154153,2.1441,747.5,FALSE POSITIVE
kepler,6066403,1.303861044,4.0541,598.2,FALSE POSITIVE
kepler,6209637,0.73452496,6.7,,FALSE POSITIVE
kepler,5988031,2.55549176,9.083,113.8,FALSE POSITIVE
kepler,7684873,2.947376671,2.0911,433.2,FALSE POSITIVE
kepler,8559644,224.7789355,11.1899,3487.5,CANDIDATE
kepler,2851100,0.890110752,0.8774,321.5,FALSE POSITIVE
kepler,3130300,5.76573396,2.924,248.0,FALSE POSITIVE
kepler,3240158,7.42608123,3.6379,443.3,CANDIDATE
kepler,3240158,15.9868932,4.158,178.5,CANDIDATE
kepler,3228959,0.73094589,4.32,250.2,FALSE POSITIVE
kepler,3218908,18.92537246,3.9835,640.9,CANDIDATE
kepler,10341913,0.933749106,4.256,186.2,FALSE POSITIVE
kepler,10480921,2.037440623,3.442,118.6,FALSE POSITIVE
kepler,10287723,129995.7784,9.408,1474.9,CANDIDATE
kepler,10350571,31.5925809,13.566,145.1,CANDIDATE
kepler,10350571,17.157236,11.284,110.4,CANDIDATE
kepler,3749365,1.97376085,1.82542,30222.0,CANDIDATE
kepler,11013201,13.118962443,4.3045,372.2,CANDIDATE
kepler,11673674,4.618767792,5.9957,4399.1,FALSE POSITIVE
kepler,11013201,7.82187328,3.8417,42.2,CANDIDATE
kepler,9414417,53.5057611,10.5616,195.6,CANDIDATE
kepler,3632418,2.785821236,3.5599,68.9,CANDIDATE
kepler,3441784,52.56901867,6.7507,26900.0,FALSE POSITIVE
kepler,5820218,3.411758679,3.158,570.6,FALSE POSITIVE
kepler,5876368,0.525426427,1.0801,324.6,FALSE POSITIVE
kepler,5809890,1.269091415,1.4647,340.9,CANDIDATE
kepler,5809890,2.853133997,1.465,277.1,CANDIDATE
kepler,6131236,6.79685353,3.1702,393.1,CANDIDATE
kepler,9048161,8.667822346,4.9658,2121.9,FALSE POSITIVE
kepler,3218908,1.475323222,2.3155,154.9,CANDIDATE
kepler,3218908,4.15246118,2.5755,223.4,CANDIDATE
kepler,3235672,6.7210783,7.46,,FALSE POSITIVE
kepler,2837111,8.7348852,4.49,270.7,CANDIDATE
kepler,3120276,10.26547688,3.733,399.6,FALSE POSITIVE
kepler,2307199,13.4471791,3.0454,1428.2,CANDIDATE
kepler,3547091,3.305577989,2.5903,17971.0,FALSE POSITIVE
kepler,3869825,4.800653901,9.0419,15304.0,FALSE POSITIVE
kepler,3655332,15.06649901,5.9885,36348.0,FALSE POSITIVE
kepler,4042026,34.82008158,11.1711,18848.0,FALSE POSITIVE
kepler,3344419,0.651784374,2.0141,2779.3,FALSE POSITIVE
kepler,11192141,1.353771892,7.012,1349.1,FALSE POSITIVE
kepler,11494130,18.95491633,24.249,867.5,FALSE POSITIVE
kepler,5648449,4.348866254,3.2797,625.6,FALSE POSITIVE
kepler,12167361,47.93094546,2.6897,2144.4,FALSE POSITIVE
kepler,8607720,3.99751422,3.686,32.8,FALSE POSITIVE
kepler,1433962,1.592633181,5.5605,633.1,FALSE POSITIVE
kepler,9032900,67.5923754,12.249,4158.1,CANDIDATE
kepler,5956342,17.02902786,4.645,568.9,CANDIDATE
kepler,5956342,6.84619236,3.529,246.8,CANDIDATE
kepler,5956342,67.8321638,7.358,507.8,CANDIDATE
kepler,5956342,43.1312147,3.198,447.8,CANDIDATE
kepler,5956656,1.224866441,1.7086,196.0,CANDIDATE
kepler,3109930,37.8102649,8.733,570.3,CANDIDATE
kepler,2854914,25.93406406,4.6142,414.5,CANDIDATE
kepler,2854914,83.4463485,6.536,503.0,CANDIDATE
kepler,3337425,7.04710032,2.926,400.9,FALSE POSITIVE
kepler,3116412,12.99204853,6.0175,270.6,CANDIDATE
kepler,3865567,11.11620211,4.211,4843.9,FALSE POSITIVE
kepler,3544689,1.922861499,3.5734,1916.2,FALSE POSITIVE
kepler,4037164,0.635445336,1.8592,2547.4,FALSE POSITIVE
kepler,3443790,1.665784138,1.8946,2006.2,FALSE POSITIVE
kepler,3966912,55.6639167,23.546,3414.4,FALSE POSITIVE
kepler,8394721,52.09081627,8.6388,2894.1,CANDIDATE
kepler,11607193,7.1548608,7.694,780.4,FALSE POSITIVE
kepler,1161345,4.28746668,1.5693,790.1,CANDIDATE
kepler,10227501,2.002779769,2.231,260.5,FALSE POSITIVE
kepler,2854698,8.18739443,3.0472,517.6,CANDIDATE
kepler,2854698,76.0498163,7.158,445.9,CANDIDATE
kepler,8559644,3.341799486,2.9254,178.2,CANDIDATE
kepler,6032981,3.3226948,3.568,78.7,FALSE POSITIVE
kepler,5866099,36.97708808,4.737,1269.9,FALSE POSITIVE
kepler,5964985,1.851409163,10.232,232.5,FALSE POSITIVE
kepler,6066416,1.303859704,2.8239,36.7,FALSE POSITIVE
kepler,1996679,145.5624926,5.4126,2931.6,FALSE POSITIVE
kepler,2849805,3.749105745,1.9826,182.6,CANDIDATE
kepler,3114811,11.08956602,6.2877,148.1,CANDIDATE
kepler,2853446,7.37290344,2.172,205.2,CANDIDATE
kepler,3003992,7.24476126,2.3145,58.0,FALSE POSITIVE
kepler,3942446,119.0624882,3.1188,5372.3,CANDIDATE
kepler,3554031,8.70798309,2.4904,1419.6,CANDIDATE
kepler,3554031,14.8623076,3.161,840.0,CANDIDATE
kepler,3554031,4.17634276,2.335,531.5,CANDIDATE
kepler,8394721,27.40229859,6.8491,747.5,CANDIDATE
kepler,7295235,3.179267286,1.0246,200.9,CANDIDATE
kepler,2302548,10.38122447,2.715,801.5,CANDIDATE
kepler,2302548,24.5709023,3.587,764.2,CANDIDATE
kepler,10743597,81.221876,4.1135,9883.0,FALSE POSITIVE
kepler,10743597,0.817026268,2.0799,1145.5,FALSE POSITIVE
kepler,9818381,3.024092505,2.8021,7765.0,CANDIDATE
kepler,6124941,5.670155713,0.9361,536.7,FALSE POSITIVE
kepler,6060203,1.022678654,1.3712,129.2,CANDIDATE
kepler,5880320,12.10968709,6.3461,284.7,CANDIDATE
kepler,5880320,4.75796103,4.66,124.5,CANDIDATE
kepler,5880320,20.4972755,8.536,242.9,CANDIDATE
kepler,3003992,13.55480534,2.288,48.3,FALSE POSITIVE
kepler,6307537,29.74454668,23.2842,66894.0,FALSE POSITIVE
kepler,6359798,14.15402428,4.47001,61625.0,FALSE POSITIVE
kepler,6311681,0.844786082,3.5289,2468.5,FALSE POSITIVE
kepler,6365321,0.848483947,1.4451,1907.4,FALSE POSITIVE
kepler,6301035,11.99097576,5.7401,2124.3,FALSE POSITIVE
kepler,3859079,53.5292702,5.668,1086.1,CANDIDATE
kepler,3557493,0.393726813,2.95,564.6,FALSE POSITIVE
kepler,4061149,2.757584622,0.9267,563.1,CANDIDATE
kepler,3444588,0.928310036,1.1899,376.2,CANDIDATE
kepler,8394721,13.48457668,5.0197,653.5,CANDIDATE
kepler,3962243,31.8841473,6.122,910.0,CANDIDATE
kepler,10743597,16.15811112,6.049,2319.8,CANDIDATE
